f_id,nbhd,host,cap,inst,pwr
F02535,Harlem,Community Garden,"1,489",20230913,Grid
F04045,Crown Heights,Community Garden,109,20230417,solar
F02000,Jackson Heights,st. marks church,650,20230522,grid
F03043,bushwick,community garden,"1,703",20240519,Solar
F02186,Ridgewood,the bakery,116,20210706,grid
F04365,Sunset Park,The Bakery,"1,968",20240122,grid
F04507,Sunset Park,Mutual Aid NYC,182,20240909,generator
F04738,Jackson Heights,Community Garden,"1,846",20240228,SOLAR
F02386,jackson hts,the bakery,748,20220223,grid
F00036,Ridgewood,community garden,"1,895",20201127,GRID
F02308,Harlem,the bakery,"1,373",20200128,grid
F04806,Jackson Heights,green grocer,"1,427",20200501,SOLAR
F00115,bed-stuy,mutual aid nyc,-30,20240203,Solar
F00408,Crown Heights,mutual aid nyc,"1,266",20211019,Grid
F02148,Flatbush,Bodega Grande,"1,838",20230508,grid
F03280,mott haven,bodega grande,672,20200323,SOLAR
F01662,Crown Heights,st. marks church,"1,126",20230402,Solar
F03801,Sunset Park,Community Garden,246,20210219,grid
F00432,Crown Heights, CORNER DELI ,978,20180515,Solar
F01781,sunset park,green grocer,"1,395",20240127,Solar
F00636,Crown Heights,corner deli,"1,472",20210524,generator
F00720,Bushwick,st. marks church,"1,493",20220112,Solar
F02872,bushwick,bodega grande,831,20210306,GRID
F01708,jackson hts,Bodega Grande,"1,433",20191225,Grid
F00411,crown hts,the bakery,,20210609,grid
F03787,Bushwick,the bakery,"1,297",20230522,grid
F04575,Bushwick,mutual aid nyc,"1,306",20200927,GRID
F03127,Flatbush,mutual aid nyc,"1,438",20180516,Solar
F03207,Flatbush,Green Grocer,40,20220108,SOLAR
F00080,jackson hts,Corner Deli,"1,594",20200703,solar
F02117,Ridgewood,Corner Deli,"1,393",20220109,generator
F04424,mott haven,mutual aid nyc,43,20240520,Solar
F00103,Jackson Heights,Bodega Grande,837,20210120,solar
F00656,Flatbush,the bakery,"1,534",20190212,GRID
F00745,flatbush ,green grocer,219,20220327,solar
F01045,Harlem,st. marks church,587,20180207,Solar
F02441,Flatbush,Green Grocer,73,20180126,grid
F02190,Harlem,mutual aid nyc,"1,346",20210502,Grid
F00744,harlem,corner deli,834,20210204,Grid
F03345,Flatbush,Bodega Grande,"1,582",20210517,solar
F03222,harlem,Green Grocer,"1,075",20190228,Generator
F01556,harlem,st. marks church,"1,433",20240427,GRID
F02651,Bushwick,The Bakery,"1,717",20180928,GRID
F02290,ridgewood,St. Marks Church,"1,379",20201002,Solar
F00547,jackson hts,green grocer,"1,513",20230409,grid
F01038,harlem,the bakery,569,20210612,generator
F04208,Flatbush,St. Marks Church,916,20210701,Generator
F00560,mott haven,mutual aid nyc,370,20991107,Generator
F01216,Jackson Heights,Green Grocer,874,20210710,SOLAR
F03428,bed-stuy,community garden,934,20230316,Solar
F04690,ridgewood,community garden,733,20241209,Generator
F04521,flatbush ,community garden,55,20240505,Solar
F00070,bushwick,bodega grande,263,20230803,grid
F01040,bushwick,st. marks church,"1,157",20191015,GRID
F02066, Bushwick ,corner deli,"1,386",20211112,Grid
F04652,Jackson Heights,Community Garden,528,20240725,GRID
F03788,Ridgewood,Corner Deli,664,20210317,grid
F01310,jackson hts,Green Grocer,991,20191213,Generator
F04142,Ridgewood,corner deli,"1,456",20190913,GRID
F01326,Sunset Park, CORNER DELI ,"1,795",20230122,generator
F02833,Bedford-Stuyvesant,Community Garden,"1,696",20220524,GRID
F04173, Bushwick ,corner deli,589,20201007,Generator
F00658,Harlem,,"1,998",20190426,SOLAR
F04586, Bushwick ,St. Marks Church,"1,345",20180522,GRID
F00891,flatbush ,Corner Deli,94,20180523,Generator
F03483,harlem,community garden,679,20210419,grid
F01184,crown hts,Community Garden,"1,125",20200625,solar
F01121,Bedford-Stuyvesant,community garden,488,20220422,generator
F04593,Ridgewood,corner deli,914,20200916,generator
F02121,bushwick,mutual aid nyc,"1,634",20181215,SOLAR
F00922,Flatbush,st. marks church,742,20220109,Grid
F03233,Bed-Stuy,bodega grande,"1,266",20240128,Grid
F04016,flatbush ,Corner Deli,680,20180628,GRID
F04647,flatbush ,bodega grande,"1,500",20190510,GRID
F00090,Bushwick,corner deli,543,20190802,Generator
F01673,Bed-Stuy,green grocer,173,20230521,SOLAR
F03214,jackson hts,community garden,266,20180913,Generator
F04637,Mott Haven,corner deli,"1,376",20180721,GRID
F03106,Ridgewood,corner deli,709,20220127,generator
F01141,ridgewood,bodega grande,770,20211001,Grid
F00361,harlem,st. marks church,218,20231027,grid
F01950,bushwick,green grocer,869,20200808,GRID
F01861,harlem,the bakery,441,20230405,Grid
F02578,harlem,Mutual Aid NYC,"1,200",20200713,grid
F00510,flatbush ,Corner Deli,"1,008",20181110,GRID
F01961,jackson hts,Bodega Grande,799,20211101,Grid
F02222,Bushwick,St. Marks Church,"1,634",20210806,GRID
F01546,Crown Heights,community garden,47,20181110,solar
F01783, Bushwick ,mutual aid nyc,"1,856",20181213,solar
F04007,Bed-Stuy,Mutual Aid NYC,"1,832",20210315,GRID
F03474,Harlem,the bakery,"1,270",20200318,solar
F01451,Bushwick,Green Grocer,"1,169",20200126,solar
F03566,Jackson Heights,Mutual Aid NYC,"1,407",20211106,solar
F04793,Bushwick,corner deli,,20190602,GRID
F00934,Sunset Park,the bakery,116,20200122,Generator
F04255,Bed-Stuy,Green Grocer,"1,348",20190328,GRID
F02458,harlem,community garden,"1,642",20200828,solar
F02945,mott haven,the bakery,"1,007",20180719,GRID
F02134,Crown Heights,Bodega Grande,130,20190201,Solar
F02298,Harlem,the bakery,"1,276",20190106,GRID
F01165,Mott Haven,bodega grande,653,20221020,solar
F02209,Harlem, CORNER DELI ,941,20240826,solar
F02934,bed-stuy,Bodega Grande,"1,986",20240419,GRID
F04117,bushwick,community garden,792,20240606,solar
F02478,bushwick,bodega grande,999999,20210214,Generator
F01066,harlem,community garden,799,20180610,Grid
F04489,Jackson Heights,bodega grande,444,20220120,Solar
F03727,Sunset Park,corner deli,926,20240827,SOLAR
F02822,mott haven,Bodega Grande,288,20220101,Generator
F00013,bushwick,The Bakery,692,20231122,Generator
F00704,sunset park,st. marks church,"1,091",20201217,SOLAR
F02854,Flatbush,the bakery,"1,847",20200312,GRID
F02868,ridgewood,Green Grocer,96,20191210,SOLAR
F03174,Flatbush,corner deli,"1,777",20230126,solar
F04263,bed-stuy,Green Grocer,802,20221212,generator
F00317,sunset park,The Bakery,497,20240828,Generator
F00257,Sunset Park,The Bakery,384,20180803,Solar
F04406,Sunset Park,Corner Deli,985,20181016,Solar
F03731,Crown Heights,st. marks church,"1,088",20231112,Grid
F04626,Sunset Park,corner deli,203,20201118,Solar
F00034,sunset park,corner deli,370,20220611,grid
F01566,Sunset Park,The Bakery,65,20210223,solar
F02624,crown hts,community garden,483,20220805,solar
F04823,sunset park,community garden,"1,878",20220610,Solar
F03986,Flatbush,St. Marks Church,"1,596",20230716,grid
F00936,Bed-Stuy,green grocer,"1,020",20240701,generator
F01504,Bedford-Stuyvesant,The Bakery,"1,237",20210906,generator
F04190,bushwick,corner deli,"1,293",20220607,SOLAR
F04574,Mott Haven,,841,20210820,GRID
F04161,Harlem,St. Marks Church,"1,738",20220112,Solar
F02955,Bed-Stuy,corner deli,"1,396",20210515,SOLAR
F04812,Flatbush,Mutual Aid NYC,"1,798",20210922,Generator
F03584,ridgewood,Community Garden,583,20190608,Generator
F01259,Crown Heights,St. Marks Church,,20231225,Grid
F00669,Bushwick, CORNER DELI ,170,20180120,Generator
F02966,harlem,community garden,"1,675",20190617,Solar
F03864,Ridgewood,green grocer,587,20190106,solar
F03305,Flatbush,the bakery,813,20231017,GRID
F00208,Bushwick,mutual aid nyc,"1,099",20230722,SOLAR
F04540,ridgewood, CORNER DELI ,"1,447",20210719,solar
F00719,mott haven,The Bakery,877,20200909,SOLAR
F04730,Flatbush,green grocer,569,20230908,Generator
F01532,Bushwick,corner deli,284,20201005,GRID
F04254,sunset park,The Bakery,"1,482",20240207,Solar
F03914,harlem,the bakery,"1,959",20180926,generator
F04290,bed-stuy,,"1,586",20220412,GRID
F04378,crown hts,corner deli,840,20180120,generator
F03894,harlem,Mutual Aid NYC,859,20190815,Generator
F01271,bushwick,bodega grande,"1,063",20180710,Generator
F04435,Mott Haven,The Bakery,959,20190726,generator
F00164,flatbush , CORNER DELI ,"1,608",20240720,Grid
F04404,sunset park,Mutual Aid NYC,613,20180606,grid
F03489,Harlem,Mutual Aid NYC,600,20241116,grid
F02961,Bedford-Stuyvesant,the bakery,"1,557",20200907,solar
F01124,Harlem,Community Garden,"1,312",20190612,solar
F01768,mott haven,,540,20190116,Generator
F04070,Flatbush,corner deli,"1,528",20221020,grid
F02169,Harlem,corner deli,170,20190806,grid
F04888,Crown Heights,corner deli,109,20220405,solar
F04662,crown hts,Bodega Grande,"1,725",20210723,Grid
F03824,Harlem,bodega grande,873,20240105,grid
F02860, Bushwick ,bodega grande,"1,951",20210716,grid
F03262,Harlem,Green Grocer,"1,134",20210511,SOLAR
F04220,bed-stuy,Green Grocer,607,20230209,grid
F03467,harlem,St. Marks Church,"1,905",20240123,Grid
F00958,Bed-Stuy,Green Grocer,248,20200215,Solar
F02911, Bushwick ,St. Marks Church,"1,851",20220823,GRID
F04174,jackson hts,Bodega Grande,"1,869",20200305,grid
F01412,bushwick,Community Garden,"1,793",20190612,generator
F03511,ridgewood,The Bakery,464,20220403,Solar
F04691, Bushwick ,St. Marks Church,"1,156",20200923,GRID
F04664,bed-stuy,corner deli,"1,695",20200412,GRID
F00590,Mott Haven,corner deli,795,20220704,Generator
F03373,Jackson Heights,the bakery,231,20221013,generator
F02351,jackson hts,The Bakery,284,20191007,GRID
F01615,sunset park,the bakery,"1,382",20181027,solar
F01927,Ridgewood, CORNER DELI ,41,20181016,generator
F02168,mott haven,corner deli,"1,086",20220604,Solar
F00901,Crown Heights,Mutual Aid NYC,"1,503",20210508,solar
F01445,ridgewood,st. marks church,"1,337",20220120,Grid
F03775,bed-stuy,bodega grande,"1,055",20230614,solar
F03665,bed-stuy,bodega grande,248,20190721,Generator
F02244,flatbush ,bodega grande,358,20190605,generator
F01689,Flatbush,,"1,903",20181216,SOLAR
F02510,Bedford-Stuyvesant,Corner Deli,"1,272",20221216,solar
F00682,Flatbush,St. Marks Church,"1,671",20210604,Generator
F01859,ridgewood,The Bakery,482,20240726,Solar
F03257,Crown Heights, CORNER DELI ,"1,158",17760909,Grid
F01576, Bushwick , CORNER DELI ,"1,949",20190604,Grid
F04496,bed-stuy,community garden,818,20230513,GRID
F04232,Ridgewood,Mutual Aid NYC,"1,068",20240219,Solar
F03358,bushwick,Community Garden,284,20190423,grid
F03185,Crown Heights,corner deli,47,20190825,Solar
F00573,Mott Haven,Bodega Grande,"1,539",20210706,solar
F02705,Crown Heights,mutual aid nyc,452,20231220,Grid
F01872,Jackson Heights,The Bakery,460,20210524,SOLAR
F04817,Flatbush,mutual aid nyc,91,20200715,grid
F01259,Crown Heights,St. Marks Church,,20231225,Grid
F01138,Bushwick,Mutual Aid NYC,"1,598",20230302,grid
F00760,bushwick,Bodega Grande,589,20211128,Generator
F03522,Sunset Park,green grocer,855,20211027,grid
F04803,Sunset Park,green grocer,280,20210207,Grid
F01010,bed-stuy,corner deli,"1,285",20200701,grid
F00625,flatbush ,bodega grande,"1,679",20231223,SOLAR
F03850,Flatbush,green grocer,"1,355",20210207,generator
F03694,harlem,the bakery,"1,946",20220404,GRID
F04306, Bushwick ,Mutual Aid NYC,261,20230423,solar
F03875,Ridgewood,Community Garden,"1,441",20200907,Solar
F01854, Bushwick ,,-30,20230117,GRID
F00937,Flatbush,green grocer,"1,869",20180903,solar
F03837,harlem,Green Grocer,748,20190403,grid
F03700,ridgewood,mutual aid nyc,"1,712",20180906,solar
F03288,ridgewood,Mutual Aid NYC,"1,390",20230922,Generator
F02383,Jackson Heights,The Bakery,,20230427,grid
F00906,Sunset Park,community garden,"1,660",20220403,Grid
F03339,Mott Haven,corner deli,"1,105",20180625,grid
F00285,Sunset Park,St. Marks Church,"1,340",20240123,Generator
F02057,Flatbush,community garden,,20201023,solar
F03438,Mott Haven,community garden,532,20240725,Grid
F01905,mott haven,The Bakery,735,20220817,generator
F01828,Harlem,Community Garden,224,20211012,Grid
F00386,Bushwick,The Bakery,,20191018,solar
F04233,Flatbush,the bakery,999999,20190506,Solar
F02623,Bed-Stuy,bodega grande,870,20181107,Grid
F01327,ridgewood,mutual aid nyc,138,20231226,generator
F02799,harlem,st. marks church,444,20220902,Generator
F02406,sunset park,The Bakery,"1,311",20180416,GRID
F01386,Sunset Park,green grocer,449,20210210,generator
F02163,Bed-Stuy,Green Grocer,"1,578",20200207,Solar
F03785,flatbush ,the bakery,75,20181027,grid
F00699,mott haven, CORNER DELI ,"1,451",20220721,Solar
F01197,flatbush ,st. marks church,"1,716",20240719,Grid
F04175,mott haven,community garden,"1,644",20220809,GRID
F02007,Bed-Stuy,Bodega Grande,559,20180912,Generator
F01881,jackson hts,,"1,576",20231120,Generator
F01050,Bushwick,The Bakery,"1,024",20240612,generator
F03542,Crown Heights,,179,20180523,GRID
F02483,Mott Haven,the bakery,508,20200918,Solar
F02601,Mott Haven,Community Garden,"1,581",20231120,SOLAR
F00525,sunset park, CORNER DELI ,"1,992",20181113,SOLAR
F00025,bed-stuy,bodega grande,"1,163",20181104,generator
F00053,harlem,,"1,610",20230311,GRID
F02669,bushwick,the bakery,560,20200803,GRID
F00366,Bed-Stuy,St. Marks Church,"1,787",20190524,generator
F01735,ridgewood,Mutual Aid NYC,722,20201013,Solar
F00256,Sunset Park, CORNER DELI ,163,20200804,Generator
F00694,mott haven,green grocer,665,20240626,Solar
F02457,jackson hts,mutual aid nyc,"1,321",20220728,grid
F02641,Jackson Heights,Community Garden,589,20230417,Grid
F01889,Jackson Heights,community garden,75,20181002,Generator
F04118,Bedford-Stuyvesant,Bodega Grande,557,20180601,Solar
F04560,Flatbush,st. marks church,"1,543",20230513,Solar
F04262,Harlem,Green Grocer,"1,214",20220321,grid
F01841,Ridgewood,mutual aid nyc,109,20990307,solar
F04321, Bushwick ,Green Grocer,"1,256",20210121,Solar
F02075,Bushwick,bodega grande,346,20181001,SOLAR
F02385,Crown Heights, CORNER DELI ,252,20220220,Solar
F03653,mott haven,Mutual Aid NYC,"1,286",17760708,grid
F02759,mott haven,corner deli,488,20990128,GRID
F04709,bushwick,Mutual Aid NYC,-30,20230411,grid
F01448,bushwick,Green Grocer,"1,129",20190919,GRID
F02650,Flatbush, CORNER DELI ,"1,581",20191015,Grid
F00444,Ridgewood,St. Marks Church,877,20191223,Generator
F00470,Bedford-Stuyvesant,Corner Deli,"1,588",20221126,GRID
F03571,jackson hts,Mutual Aid NYC,570,20210622,solar
F00913,ridgewood,The Bakery,772,20230515,solar
F00095,harlem,Corner Deli,,20200514,SOLAR
F04226,Ridgewood,bodega grande,829,20210517,SOLAR
F02920,Sunset Park,Mutual Aid NYC,"1,027",20200915,Grid
F02069,Bed-Stuy,the bakery,791,20190119,Solar
F04550, Bushwick ,,761,20200906,GRID
F01894,mott haven,Mutual Aid NYC,667,20230415,grid
F02562,Mott Haven,the bakery,583,20241125,solar
F01394, Bushwick ,Green Grocer,562,20240415,GRID
F04651,flatbush ,bodega grande,174,20220910,Generator
F01097,flatbush ,corner deli,827,20210508,generator
F01099,Mott Haven,Mutual Aid NYC,"1,007",20220318,SOLAR
F00040,Bushwick,,,20200512,Solar
F03352,Bed-Stuy,Green Grocer,"1,998",20190303,grid
F04389,sunset park,Corner Deli,367,20190510,GRID
F02567,mott haven,St. Marks Church,"1,316",20211217,generator
F04402,Harlem,Community Garden,"1,518",20210214,generator
F04069,Bed-Stuy,The Bakery,"1,597",20240428,SOLAR
F02144,harlem,mutual aid nyc,"1,477",20210321,Solar
F00209,Jackson Heights,the bakery,704,20220713,grid
F03748,jackson hts,green grocer,405,20240207,Generator
F01422,ridgewood,St. Marks Church,338,20230416,generator
F03683,sunset park,Community Garden,"1,482",20230227,SOLAR
F04408,Bushwick,Green Grocer,"1,356",20240902,Solar
F04091,Flatbush,mutual aid nyc,"1,254",20210314,SOLAR
F03904,bushwick,,"1,961",20230909,SOLAR
F03958,Bed-Stuy,,"1,771",20221223,Solar
F02453,sunset park,st. marks church,"1,806",20211028,Grid
F03833,Harlem,Bodega Grande,222,20221005,Grid
F04608,Bedford-Stuyvesant,mutual aid nyc,"1,998",20230508,grid
F04807,sunset park,Corner Deli,481,20180928,GRID
F01929,crown hts,The Bakery,"1,004",20240711,generator
F02182,Flatbush,the bakery,"1,789",20241228,GRID
F04558,Sunset Park,Corner Deli,"1,740",20211003,grid
F01520, Bushwick ,Green Grocer,789,20200419,Generator
F00687,bed-stuy,Bodega Grande,"1,306",20221109,Solar
F00448,Bushwick,Community Garden,563,20181002,generator
F01146,Flatbush,The Bakery,"1,869",20240605,Solar
F02682,Mott Haven,bodega grande,682,20211121,grid
F03611,ridgewood,st. marks church,245,20221224,Grid
F01666,bushwick,St. Marks Church,"1,851",20200619,grid
F01261,flatbush ,the bakery,528,20240605,GRID
F02405,crown hts,Bodega Grande,,20230407,Grid
F02459,Bushwick,green grocer,486,20201008,Generator
F02604,Sunset Park,The Bakery,"1,058",20240620,SOLAR
F03177,harlem,Bodega Grande,"1,636",20240808,solar
F02023,jackson hts,mutual aid nyc,885,20211006,grid
F04097,Mott Haven,bodega grande,"1,258",20241113,SOLAR
F03039,bushwick,Mutual Aid NYC,"1,867",20180614,GRID
F01080,bushwick,Corner Deli,"1,485",20210811,GRID
F04011,harlem,Mutual Aid NYC,105,20210510,Grid
F01325,Bushwick,Green Grocer,"1,051",20190211,solar
F02437, Bushwick ,Green Grocer,"1,344",20220907,Grid
F00067,crown hts,community garden,777,20220403,generator
F03858,bushwick,the bakery,"1,778",20200616,Grid
F04287, Bushwick ,The Bakery,600,20220427,Solar
F03943,Bedford-Stuyvesant,Bodega Grande,"1,417",20240209,solar
F03539,crown hts,bodega grande,253,20230513,GRID
F04799,Bushwick,green grocer,300,20190311,Solar
F03220,Bed-Stuy,Green Grocer,"1,897",20180605,solar
F02080,Mott Haven,the bakery,"1,765",20210615,generator
F03849,Mott Haven,The Bakery,"1,306",20200811,GRID
F03008,flatbush ,the bakery,"1,089",20210406,Grid
F01063,Sunset Park,,"1,590",20190907,SOLAR
F01260,ridgewood,,623,20240515,Generator
F04565,harlem,green grocer,157,20210110,generator
F02786,harlem,st. marks church,"1,399",20190216,Grid
F04068,jackson hts,St. Marks Church,"1,172",20200921,solar
F03790,bed-stuy,Community Garden,"1,176",20191222,SOLAR
F00588, Bushwick ,,"1,387",20211008,GRID
F02401,mott haven,the bakery,,20200918,generator
F01875,Bushwick,Bodega Grande,644,20200313,GRID
F01898,flatbush ,Community Garden,388,20240622,SOLAR
F02951,Ridgewood,the bakery,813,20190713,Grid
F04483,sunset park,green grocer,212,17760609,Grid
F03445,jackson hts,Community Garden,871,20240609,grid
F00019,Crown Heights,Mutual Aid NYC,768,20221108,solar
F01535,bed-stuy,The Bakery,843,20191218,Grid
F01426,Mott Haven,Community Garden,606,20191020,Grid
F01022,Bedford-Stuyvesant,Bodega Grande,"1,599",20200321,Generator
F00376,harlem,the bakery,883,20200717,Grid
F00844,sunset park,green grocer,"1,516",20220619,Grid
F00833,Crown Heights,the bakery,"1,144",20231215,Generator
F04027,Harlem,corner deli,142,20240627,Generator
F02018,Ridgewood, CORNER DELI ,,20190227,GRID
F02212,harlem,st. marks church,791,20220604,SOLAR
F04237,Mott Haven, CORNER DELI ,196,20231213,grid
F04199,Mott Haven,Mutual Aid NYC,"1,309",20210706,solar
F01128,Jackson Heights,Bodega Grande,313,20210624,Solar
F02471,Flatbush,,999999,20180120,generator
F01635,Jackson Heights,Bodega Grande,510,20230115,GRID
F04275,Crown Heights,the bakery,"1,485",20190814,grid
F02537,ridgewood,St. Marks Church,666,20200509,GRID
F03559,Ridgewood,Community Garden,"1,718",20220516,Generator
F00076,Bedford-Stuyvesant,Mutual Aid NYC,992,20241016,solar
F00160,mott haven,bodega grande,"1,320",20180825,solar
F03757,harlem,corner deli,49,20221021,SOLAR
F00007,Sunset Park,the bakery,"1,951",20180919,SOLAR
F01586,crown hts,St. Marks Church,"1,911",20230406,grid
F00296,Jackson Heights,bodega grande,"1,705",20241125,Solar
F04597,bushwick,Mutual Aid NYC,714,17760913,Generator
F02896,bushwick,Mutual Aid NYC,"1,534",20200924,SOLAR
F03510,crown hts,Green Grocer,280,20241012,grid
F00141,ridgewood,Mutual Aid NYC,"1,551",20231219,solar
F04047,sunset park,Mutual Aid NYC,,20231222,grid
F04596,Bushwick,st. marks church,453,20240818,generator
F02642,crown hts,The Bakery,"1,496",20190601,GRID
F03085,harlem,mutual aid nyc,327,17760714,Solar
F01617,harlem,Community Garden,181,20230714,solar
F03276,crown hts,Green Grocer,667,20190327,solar
F01972,flatbush ,corner deli,"1,313",20200115,solar
F00878,bushwick,Corner Deli,241,20180624,Grid
F00493,Sunset Park,the bakery,942,20200918,Generator
F03048,sunset park,The Bakery,,20200426,GRID
F01647,harlem, CORNER DELI ,"1,737",20200517,Solar
F00187,Sunset Park, CORNER DELI ,"1,650",20230104,grid
F03203,ridgewood,St. Marks Church,999999,20240514,solar
F04798,sunset park,Corner Deli,166,20190702,generator
F02589,Mott Haven,,"1,449",20180116,Generator
F02857,flatbush ,Community Garden,61,20230726,Generator
F02947,mott haven,,,20191211,generator
F01046, Bushwick ,corner deli,"1,826",20240523,generator
F03070,bushwick,st. marks church,"1,456",20190621,SOLAR
F02360,ridgewood,Green Grocer,"1,540",20241106,Grid
F04351,crown hts,st. marks church,123,20221209,GRID
F00420,Crown Heights,Green Grocer,258,20241001,Grid
F02065,bed-stuy,green grocer,"1,049",20190501,solar
F04890,sunset park,bodega grande,246,20180207,generator
F04217,Bedford-Stuyvesant,mutual aid nyc,"1,623",20240603,solar
F04195,ridgewood,Green Grocer,"1,046",20211021,SOLAR
F04689,mott haven,Bodega Grande,69,20180601,Solar
F02982, Bushwick ,mutual aid nyc,"1,833",20220828,Solar
F00430,jackson hts,mutual aid nyc,"1,026",20220901,grid
F01485,jackson hts,The Bakery,"1,607",20190618,SOLAR
F00330,bed-stuy,Mutual Aid NYC,"1,496",20240727,generator
F04034,Bed-Stuy,Mutual Aid NYC,"1,413",20240315,Grid
F01147,Bushwick,the bakery,514,20200922,solar
F00101,Crown Heights,Green Grocer,858,20190424,grid
F01538,Jackson Heights,st. marks church,"1,917",20221012,generator
F01547,flatbush ,The Bakery,"1,879",20220620,Solar
F00674,Bedford-Stuyvesant,bodega grande,981,20200918,solar
F02544,Mott Haven,community garden,214,20241119,generator
F03908,sunset park,Community Garden,696,20220903,Grid
F02103,sunset park,,"1,494",20201025,Grid
F01275,bushwick,green grocer,159,20241216,generator
F00413,Mott Haven,Community Garden,682,20200806,grid
F00599,crown hts,St. Marks Church,652,20230916,SOLAR
F00433,jackson hts,corner deli,"1,963",20180808,SOLAR
F03316,Bushwick,St. Marks Church,793,20241007,solar
F03859,Bed-Stuy,mutual aid nyc,"1,901",20210905,SOLAR
F03523,Mott Haven, CORNER DELI ,57,20181014,Generator
F04703,Harlem,Community Garden,262,20191219,SOLAR
F04623,flatbush ,community garden,48,20230828,SOLAR
F00655,Sunset Park,st. marks church,"1,772",20220410,grid
F01290,Harlem,bodega grande,"1,040",20230411,generator
F04303, Bushwick ,St. Marks Church,931,20180427,solar
F01116,Harlem,Bodega Grande,"1,080",20180320,Grid
F04657, Bushwick ,bodega grande,"1,310",20181107,Solar
F03402,bushwick,St. Marks Church,"1,102",20180212,SOLAR
F02729,flatbush ,The Bakery,525,20210827,grid
F00161,Mott Haven,St. Marks Church,555,20240813,Solar
F02891,Flatbush,Bodega Grande,"1,529",20190618,generator
F03972,Crown Heights,mutual aid nyc,"1,137",20210312,generator
F02636,crown hts,Community Garden,"1,420",20200906,solar
F03737,jackson hts,Mutual Aid NYC,510,20200728,Generator
F01564,bed-stuy,bodega grande,"1,052",20210715,grid
F02536,Bedford-Stuyvesant,Green Grocer,85,20201007,generator
F01573,Crown Heights,Community Garden,"1,638",20181026,GRID
F01198,crown hts,bodega grande,750,20231218,Solar
F00962,Sunset Park,bodega grande,"1,773",20190224,Grid
F03907,harlem,mutual aid nyc,873,20230608,grid
F04866,ridgewood,Green Grocer,"1,851",20201117,Solar
F02580,harlem,Mutual Aid NYC,298,20220709,GRID
F00351, Bushwick ,Community Garden,"1,971",20241224,GRID
F02030,bushwick,green grocer,152,20180821,GRID
F04459,Flatbush,bodega grande,"1,260",20240125,SOLAR
F04349, Bushwick ,,"1,130",20230427,GRID
F00191,bushwick,Community Garden,735,20190311,GRID
F04415, Bushwick ,mutual aid nyc,"1,981",20230913,Generator
F03798,bed-stuy,Mutual Aid NYC,467,20211208,Grid
F03021,mott haven,Corner Deli,347,20201115,GRID
F03501,mott haven,Corner Deli,891,20180614,Grid
F04582,Mott Haven,bodega grande,"1,209",20210618,Generator
F02161,Sunset Park,St. Marks Church,"1,046",20210924,GRID
F02419,Flatbush,the bakery,"1,276",20211214,SOLAR
F00003,harlem, CORNER DELI ,166,20210928,generator
F00031,Crown Heights,green grocer,"1,132",20220518,Generator
F01486,Bedford-Stuyvesant,the bakery,321,20200215,GRID
F02158,mott haven,corner deli,657,20240811,grid
F03663,Harlem,corner deli,,20240220,Generator
F03579,Crown Heights,st. marks church,420,20180407,SOLAR
F03502,harlem,bodega grande,"1,709",20231117,grid
F01844,Crown Heights, CORNER DELI ,643,20230924,GRID
F00554,mott haven,bodega grande,"1,379",20191102,Solar
F04486,bushwick,Community Garden,771,20230509,Grid
F00435,Bedford-Stuyvesant,St. Marks Church,,20190119,solar
F00979,jackson hts,Bodega Grande,45,20220513,grid
F04318,sunset park,green grocer,843,20181212,solar
F00003,harlem, CORNER DELI ,166,20210928,generator
F03307,Crown Heights,mutual aid nyc,-30,20231002,grid
F03197,harlem,St. Marks Church,996,20210916,Grid
F00523,Sunset Park,bodega grande,"1,895",20181024,generator
F03387,bed-stuy,green grocer,"1,036",20190919,SOLAR
F02141,Jackson Heights,Mutual Aid NYC,137,20210503,Solar
F02551,bed-stuy,mutual aid nyc,"1,896",20220816,grid
F04171,Flatbush,the bakery,"1,893",20180615,Grid
F03745,Crown Heights,Corner Deli,844,20210607,grid
F04509,mott haven,bodega grande,937,20201009,generator
F04898,flatbush ,community garden,"1,649",20210128,SOLAR
F02204, Bushwick ,st. marks church,"1,115",20240102,Generator
F03492,jackson hts,mutual aid nyc,882,20231217,grid
F00403,Bushwick,corner deli,"1,301",20180701,Grid
F03142,Harlem,St. Marks Church,"1,269",20221021,grid
F02607,bed-stuy, CORNER DELI ,"1,809",20240205,generator
F03618,ridgewood,Bodega Grande,"1,535",20230411,Grid
F02339,Flatbush,green grocer,,20210701,Solar
F00850,Ridgewood,Bodega Grande,184,20201107,SOLAR
F04293,Bedford-Stuyvesant,the bakery,"1,885",20200804,generator
F02429,harlem,mutual aid nyc,"1,183",20180425,SOLAR
F00911,Mott Haven,mutual aid nyc,732,20201202,solar
F00904,jackson hts,bodega grande,"1,432",20211213,Grid
F03743,Flatbush,bodega grande,"1,519",20210106,Generator
F04523,Crown Heights,The Bakery,"1,185",20180408,grid
F04499,Bed-Stuy,mutual aid nyc,458,20241209,Generator
F03457,Bedford-Stuyvesant,Community Garden,845,20240925,Grid
F00029,Crown Heights,,"1,101",20210902,Solar
F00212,Mott Haven,corner deli,"1,926",20200315,GRID
F03514,Jackson Heights,green grocer,848,20240715,GRID
F00753,Crown Heights,green grocer,391,20180709,Solar
F03394,Ridgewood,Community Garden,974,17760603,Solar
F02038, Bushwick ,The Bakery,"1,858",20180517,Generator
