f_id,log_dt,temp,items,clean,restk
F02337,2023-08-06,33,28, ok,YES
F03620,2024-01-23,39,9,clean,no
F00185,2024-11-22,43,34,Dirty ,no
F03455,2023-04-20,36,28, ok,n
F01596,2020-09-08,40,58,clean,n
F01449,2023-12-12,34,99999,Clean,No
F03478,2022-03-13,42,43,CLEAN,Yes
F04700,2021-04-11,37,,CLEAN,Yes
F04352,2021-10-15,44,58,clean,No
F09383,2025-07-22,37,32,Dirty ,yes
F01851,2022-06-21,35,35,dirty,No
F01057,2025-07-26,44,16,Dirty ,YES
F01893,2022-04-14,42,17,OK,No
F00539,2025-06-20,38,7, ok,no
F00411,2020-10-20,34,18,Dirty ,No
F03284,2021-05-04,36,57,dirty,YES
F04577,2024-03-27,36,34,OK,y
F04374,2024-09-25,41,56,Dirty ,no
F09842,2024-02-08,42,43,,NO
F02623,2025-08-25,38,45,OK,yes
F03438,2025-01-12,41,60,dirty,n
F04853,2024-08-08,33,19,clean,no
F03295,2022-05-28,37,25, ok,no
F01816,2023-04-05,44,15,dirty,n
F02856,2023-06-07,44,-5,Clean,n
F02530,2025-09-24,34,3,Dirty ,yes
F00620,2024-06-14,33,23,clean,No
F03506,2022-03-05,37,34,OK,y
F03511,2021-09-06,38,40, ok,no
F02030,2022-03-03,34,59,,Yes
F04137,2021-01-20,44,31,Dirty ,yes
F01804,2024-03-27,34,53,dirty,n
F00604,2024-09-16,39,55,CLEAN,yes
F00591,2020-12-11,43,29,needs cleaning,y
F01024,2023-12-13,38,-5,Dirty ,Yes
F02028,2020-06-08,44,28, ok,y
F00797,2020-10-23,37,26,OK,yes
F03923,2020-12-19,35,16,clean,yes
F00760,2025-01-21,40,26,Dirty ,n
F04581,2022-10-16,34,48,Clean,y
F00743,2024-03-09,-50,37,Dirty ,Yes
F00507,2022-11-10,38,45,dirty,YES
F00136,2025-10-22,35,0,CLEAN,YES
F01051,2021-06-01,44,60, ok,y
F01794,2022-07-05,45,47,dirty,yes
F02228,2021-01-01,41,1,CLEAN,No
F02997,2022-04-16,43,57,needs cleaning,NO
F04051,2022-08-23,40,30,OK,Yes
F02967,2024-02-16,,56,needs cleaning,y
F03325,2021-12-14,37,30,Dirty ,y
F04305,2025-06-07,45,14,OK,NO
F04348,2021-04-24,37,5,dirty,Yes
F01838,2025-12-01,43,-5, ok,n
F00550,2023-02-27,42,41,CLEAN,no
F02690,2021-03-13,39,55, ok,n
F00281,2024-03-03,33,35,OK,y
F02451,2025-04-13,43,25, ok,n
F02613,2022-03-13,41,22,clean,y
F02285,2025-08-14,34,45,CLEAN,Yes
F01042,2022-05-01,40,15,clean,NO
F03029,2024-09-23,33,21,OK,No
F01079,2020-05-23,39,30,needs cleaning,YES
F03719,2022-11-01,36,43, ok,n
F03545,2020-05-07,45,3, ok,No
F01540,2024-12-15,41,3, ok,Yes
F04221,2021-06-20,42,34,needs cleaning,y
F04521,2021-03-28,41,29,dirty,n
F00827,2022-03-03,42,,Dirty ,no
F04102,2024-08-25,43,5,,n
F03973,2025-12-15,,,OK,y
F04468,2021-08-19,33,5,clean,No
F02670,2021-10-23,33,44,Dirty ,YES
F03313,2022-03-12,44,0,needs cleaning,No
F03122,2020-07-22,45,43, ok,No
F03021,2024-01-18,34,28, ok,n
F09852,2024-01-28,,25,needs cleaning,NO
F00800,2020-07-15,39,9,clean,yes
F01796,2024-01-26,40,19,Clean,yes
F00936,2020-04-19,33,58,,NO
F04200,2022-08-26,45,,Clean,YES
F02824,2020-11-04,999,36,dirty,n
F00369,2021-06-21,38,57,Dirty ,YES
F02069,2023-06-23,36,16,needs cleaning,yes
F00582,2023-05-23,36,99999,dirty,NO
F01233,2021-11-14,37,8,Clean,YES
F04886,2023-04-17,35,45, ok,yes
F02392,2023-09-27,34,50,dirty,yes
F03872,2024-12-24,33,44, ok,YES
F01535,2020-02-05,36,28, ok,No
F02851,2023-03-20,40,59,Clean,NO
F01371,2021-08-12,43,5,clean,YES
F00462,2022-11-27,40,60,Dirty ,NO
F01693,2025-07-15,44,59,needs cleaning,No
F04584,2020-09-08,44,55, ok,yes
F03859,2025-02-28,33,3,OK,No
F04843,2023-02-21,35,20,CLEAN,no
F03846,2023-11-08,41,43,Dirty ,n
F01423,2022-10-01,43,22,dirty,Yes
F02992,2020-07-21,42,1,OK,n
F02222,2024-01-14,39,7, ok,no
F03445,2025-03-16,45,40,CLEAN,NO
F00710,2023-08-26,42,99999,needs cleaning,y
F02001,2025-07-02,44,10,Dirty ,yes
F03302,2025-10-07,43,45,dirty,no
F03124,2023-03-06,39,46, ok,no
F04042,2022-11-06,42,23,dirty,y
F04230,2025-03-16,44,43,Dirty ,Yes
F00012,2023-07-26,33,59,OK,Yes
F00310,2021-03-17,36,57,needs cleaning,no
F02483,2024-01-15,44,51,OK,NO
F00227,2023-12-15,36,5,Clean,NO
F03836,2020-08-14,33,12,Clean,yes
F01478,2025-05-17,40,59,CLEAN,n
F00115,2025-07-16,44,49,Dirty ,no
F04032,2024-04-04,43,49,OK,n
F00430,2020-10-08,40,17,clean,NO
F00236,2025-09-06,41,20,Dirty ,no
F04593,2025-10-18,38,6, ok,no
F02373,2023-03-09,38,11,CLEAN,y
F02909,2021-05-02,35,,clean,yes
F03119,2022-01-20,42,50,Clean,No
F04157,2025-04-05,43,59,CLEAN,no
F00603,2021-11-09,36,44,OK,y
F04368,2023-11-20,34,52,CLEAN,n
F03595,2020-03-06,35,12, ok,YES
F04783,2021-06-09,34,51,,Yes
F09659,2022-10-05,44,49,clean,No
F00698,2025-01-20,33,3,clean,NO
F03001,2020-01-12,34,59,clean,y
F00683,2023-05-19,36,27,Clean,NO
F00354,2023-11-07,41,2,clean,No
F01041,2020-05-07,33,34, ok,no
F00397,2022-04-18,43,11,dirty,YES
F01469,2025-12-10,42,19,Dirty ,Yes
F01545,2025-08-10,39,31,CLEAN,No
F00840,2022-08-23,41,99999,needs cleaning,No
F00769,2025-05-20,40,6,Clean,NO
F04037,2022-05-24,39,5,OK,Yes
F03087,2023-12-17,42,28, ok,No
F02980,2022-12-05,43,50,Dirty ,Yes
F00765,2024-07-25,43,30,Clean,YES
F01863,2025-09-05,44,2,CLEAN,y
F03245,2023-10-25,44,6,dirty,yes
F03988,2023-10-12,37,45,CLEAN,NO
F04480,2023-04-06,44,17,clean,no
F00831,2024-12-20,35,18,Clean,NO
F09375,2020-03-15,33,37,Dirty ,Yes
F00786,2025-06-25,36,54,CLEAN,n
F00100,2020-10-03,40,7,needs cleaning,yes
F01620,2020-08-22,44,58,OK,Yes
F02798,2025-05-28,,54,Dirty ,no
F00028,2020-07-16,34,58,OK,y
F04343,2022-07-12,41,25,Dirty ,n
F03113,2021-01-22,42,6,CLEAN,yes
F01653,2022-05-18,45,22, ok,Yes
F04686,2022-08-14,36,18,Dirty ,y
F01322,2024-05-23,38,4,clean,YES
F01674,2024-01-13,40,12,CLEAN,YES
F03022,2023-02-09,41,60,OK,NO
F01379,2025-01-09,42,0,CLEAN,no
F02711,2024-03-25,38,5,needs cleaning,NO
F01170,2024-12-03,35,56,,no
F00656,2024-12-11,35,28,CLEAN,Yes
F02492,2023-11-01,40,,OK,y
F03807,2021-09-12,34,39,Dirty ,n
F03040,2020-02-22,41,0, ok,no
F00667,2020-08-13,37,15,,NO
F01325,2024-10-09,37,51, ok,yes
F02671,2020-01-28,40,18,dirty,No
F00284,2022-09-24,43,32,CLEAN,y
F01010,2020-07-17,,45,needs cleaning,yes
F02218,2025-01-13,,36,dirty,No
F00872,2024-03-26,37,6, ok,y
F02065,2024-02-03,35,11,CLEAN,No
F02956,2023-09-25,38,23,CLEAN,no
F03256,2024-06-11,35,47,CLEAN,NO
F02010,2021-10-08,37,15,dirty,Yes
F04496,2020-12-27,36,58,Dirty ,y
F04047,2020-10-22,35,35,OK,Yes
F01750,2025-05-18,45,21,CLEAN,n
F02267,2023-09-20,43,33,OK,y
F03069,2025-02-10,41,11,clean,Yes
F01043,2024-01-10,33,27,clean,Yes
F01229,2020-09-04,,47,clean,Yes
F02649,2025-11-17,43,47,OK,y
F01987,2022-07-01,33,25,Clean,n
F00922,2020-03-26,35,7,,no
F01147,2022-12-02,43,46, ok,No
F03114,2024-07-14,38,11,OK,y
F03671,2022-06-11,43,17,Dirty ,n
F02875,2025-05-02,35,40,OK,No
F00859,2021-05-23,38,21, ok,no
F02529,2024-01-07,44,,Clean,n
F00211,2021-01-04,44,6, ok,no
F02251,2025-07-22,38,15,clean,NO
F01986,2022-05-28,35,33,CLEAN,Yes
F01700,2021-07-05,41,23,Clean,Yes
F03091,2025-10-18,34,1, ok,n
F03830,2022-02-07,37,16,Dirty ,Yes
F09604,2023-03-19,33,28, ok,y
F01054,2022-02-23,36,,needs cleaning,Yes
F02822,2023-11-20,39,12,Clean,YES
F00362,2020-11-05,40,26,CLEAN,YES
F00812,2021-08-14,38,12,dirty,no
F02647,2021-05-21,41,13,dirty,n
F09458,2025-06-03,34,-5,needs cleaning,yes
F00712,2023-06-04,41,17,Dirty ,Yes
F01755,2025-04-25,33,25,OK,Yes
F04539,2022-09-25,39,52,clean,n
F00629,2022-11-16,34,39,Dirty ,yes
F00686,2024-01-16,36,32,OK,Yes
F01682,2022-05-08,38,39,dirty,Yes
F03048,2021-06-14,40,54,dirty,YES
F00887,2020-03-15,38,99999,Clean,y
F02810,2025-11-14,35,19,Clean,YES
F00233,2025-02-19,41,6,Clean,n
F03837,2024-11-25,39,34,needs cleaning,No
F00122,2023-04-05,40,16,,YES
F03782,2023-11-27,33,,Dirty ,No
F01067,2022-05-23,33,99999,,y
F01544,2024-05-08,37,34,CLEAN,yes
F02176,2021-07-14,44,46,needs cleaning,No
F01677,2022-01-27,41,33,Clean,Yes
F04227,2022-05-05,40,56,CLEAN,no
F01244,2024-05-15,42,5,Dirty ,YES
F01954,2022-12-18,38,58,,No
F02689,2023-05-11,40,15,CLEAN,no
F09411,2020-08-01,45,33,clean,NO
F00543,2023-10-14,37,38, ok,Yes
F01914,2024-09-08,34,,Dirty ,y
F02524,2025-04-07,37,19,CLEAN,yes
F03847,2022-11-01,44,36, ok,Yes
F04453,2024-09-09,39,55,OK,no
F03418,2022-06-19,39,28,Dirty ,n
F02354,2023-07-28,38,35, ok,yes
F00279,2025-08-21,39,36,dirty,NO
F01354,2021-12-20,34,37,needs cleaning,no
F00472,2022-09-09,33,53,Clean,yes
F03791,2025-07-04,45,55,OK,y
F01757,2023-06-24,36,31,clean,yes
F03205,2020-03-22,39,0,OK,yes
F02335,2024-02-05,39,15,,YES
F03331,2023-04-12,36,46,needs cleaning,YES
F01155,2022-08-28,35,42,needs cleaning,y
F00234,2021-08-12,39,19,Dirty ,NO
F02730,2021-07-17,40,17,CLEAN,NO
F04432,2024-10-21,42,27,Clean,NO
F01675,2023-09-11,35,52,needs cleaning,Yes
F02133,2021-12-25,39,34,clean,no
F03698,2020-06-22,,41,dirty,yes
F00795,2025-03-25,33,37,Clean,No
F01053,2025-01-24,45,55,CLEAN,No
F04737,2024-07-15,42,15,OK,No
F03060,2025-09-14,34,44,needs cleaning,NO
F02817,2024-06-22,45,26,needs cleaning,n
F03412,2020-01-20,43,33,needs cleaning,yes
F03141,2020-08-12,33,99999,OK,No
F02596,2023-06-19,39,7,dirty,y
F01547,2022-10-25,43,29,CLEAN,n
F02179,2025-12-07,,34,OK,n
F00083,2024-01-18,37,59,needs cleaning,y
F02482,2025-07-11,41,42, ok,NO
F04309,2020-01-13,43,31,dirty,No
F03552,2022-02-15,37,11,needs cleaning,YES
F04535,2020-02-20,35,10,Dirty ,yes
F01112,2020-12-17,34,22,dirty,yes
F00043,2022-09-05,43,23,CLEAN,yes
F04768,2022-02-08,38,58,dirty,Yes
F03997,2022-08-02,44,29,Clean,y
F01225,2025-02-16,37,41, ok,Yes
F01703,2024-08-11,37,45,clean,no
F04694,2020-12-28,36,50,needs cleaning,no
F00574,2023-03-01,45,59,CLEAN,No
F04736,2021-06-19,33,54, ok,n
F03559,2023-09-07,43,32,dirty,y
F01740,2025-08-09,37,4,Clean,Yes
F01224,2020-09-03,38,7,OK,No
F03458,2023-07-28,36,8, ok,y
F04369,2021-03-27,35,47,clean,Yes
F01888,2025-12-23,40,60,needs cleaning,n
F03885,2024-06-08,37,,dirty,NO
F09147,2022-08-19,39,27,needs cleaning,No
F02123,2021-05-05,41,57,clean,YES
F00249,2022-07-23,,15,needs cleaning,n
F03526,2021-05-26,45,48, ok,n
F00799,2025-11-06,37,21,Clean,YES
F01607,2020-12-16,39,18,,yes
F02232,2022-04-21,42,60,OK,n
F01980,2022-11-25,42,1,Clean,YES
F01983,2023-06-18,45,36,needs cleaning,no
F01080,2022-07-27,44,46,Clean,yes
F01584,2022-11-02,34,99999,dirty,NO
F09074,2025-01-15,33,99999,CLEAN,y
F02241,2020-05-21,37,15,CLEAN,YES
F01912,2022-11-26,37,35,needs cleaning,YES
F04002,2021-10-11,39,10, ok,no
F04291,2024-12-23,42,47,Dirty ,yes
F01262,2024-02-04,33,4,Dirty ,Yes
F02297,2022-07-25,37,2,needs cleaning,y
F03654,2021-09-25,45,14,Clean,n
F02457,2021-08-05,37,3,Clean,n
F01050,2024-05-26,43,15,clean,yes
F02913,2023-11-13,33,19, ok,No
F03367,2021-08-11,43,33,Dirty ,y
F02543,2024-07-09,39,41,OK,yes
F03357,2020-10-18,39,24,Clean,No
F04866,2023-02-23,36,37,Dirty ,NO
F04146,2022-08-08,35,29,Dirty ,Yes
F01397,2023-10-15,41,0,CLEAN,n
F04263,2025-07-02,40,26,needs cleaning,NO
F04449,2023-12-20,35,24,CLEAN,NO
F00804,2020-12-17,40,18,dirty,NO
F02320,2024-12-17,41,1,clean,no
F04498,2023-11-22,35,55,needs cleaning,No
F00262,2023-07-25,34,5, ok,No
F01532,2020-08-09,,33,Clean,No
F00320,2022-11-01,41,44,Dirty ,y
F02588,2022-01-09,39,44,Dirty ,NO
F02114,2023-08-28,36,24,needs cleaning,NO
F01127,2021-12-21,44,35,Dirty ,yes
F01576,2024-09-05,35,37,Dirty ,NO
F04614,2025-12-21,40,34,Dirty ,YES
F00886,2020-04-09,37,32, ok,y
F01301,2024-08-11,38,5,needs cleaning,Yes
F03918,2020-11-26,43,9,clean,NO
F04759,2022-08-20,37,28,Clean,NO
F02941,2023-07-19,33,52,Clean,YES
F09582,2022-08-19,39,44,dirty,NO
F03261,2020-06-03,37,49,dirty,Yes
F00826,2021-07-23,34,29,Clean,YES
F09862,2021-05-03,37,29,CLEAN,no
F01083,2022-01-28,37,21,CLEAN,no
F01134,2022-12-13,42,38,Clean,yes
F01968,2024-06-24,39,1,needs cleaning,no
F03985,2025-08-02,,35,needs cleaning,NO
F02149,2022-03-24,44,52,needs cleaning,n
F02744,2020-09-11,33,17,,n
F04745,2025-02-25,38,22,clean,n
F01086,2021-02-23,34,19,Clean,no
F03316,2024-11-17,35,0,Dirty ,y
F02593,2020-09-26,35,48,Dirty ,Yes
F01298,2022-10-28,41,15,dirty,y
F03427,2021-02-06,35,0,clean,Yes
F03177,2021-12-23,38,40,OK,no
F03498,2021-04-10,38,14, ok,yes
F03790,2021-04-22,36,33,CLEAN,yes
F02472,2024-01-03,45,33,CLEAN,n
F02207,2021-04-17,37,33, ok,yes
F01562,2023-06-16,42,-5,,NO
F01140,2025-07-26,44,41,Clean,NO
F01461,2023-07-16,38,49,Clean,No
F01487,2025-02-26,44,30,Dirty ,n
F01781,2024-07-12,42,17,dirty,No
F02489,2021-01-14,34,34,clean,No
F02776,2024-07-18,45,,clean,YES
F04249,2023-03-27,44,45,clean,y
F00888,2020-10-26,38,54,dirty,Yes
F03727,2023-11-13,40,29,CLEAN,NO
F00658,2023-04-24,34,27,,Yes
F03015,2025-04-19,45,15,needs cleaning,No
F02359,2025-06-14,40,56,Clean,yes
F00595,2025-10-18,44,0,CLEAN,No
F04488,2020-03-06,40,22,clean,y
F01656,2020-05-18,37,58,OK,yes
F04387,2021-06-05,39,17,dirty,y
F00228,2025-08-23,,5,dirty,Yes
F02947,2020-09-14,36,45,OK,YES
F00370,2023-05-01,35,30,CLEAN,NO
F02891,2025-10-14,37,55,Clean,No
F04519,2021-05-05,34,39,clean,No
F01334,2021-08-24,35,30,Clean,no
F01096,2023-01-24,38,26,OK,Yes
F02115,2020-11-13,36,35,,n
F03440,2021-12-11,40,47,Dirty ,no
F01012,2021-04-04,39,16,Dirty ,Yes
F09669,2022-06-26,45,29,Clean,y
F03572,2021-01-04,44,20,Clean,Yes
F01047,2022-07-06,39,3,OK,No
F04576,2022-04-04,38,59,,no
F01467,2021-09-17,36,10,dirty,yes
F01848,2021-04-26,43,16,Dirty ,n
F03564,2020-01-19,41,36,OK,y
F01323,2024-11-14,33,11,dirty,No
F00005,2021-12-12,42,8, ok,n
F04086,2023-01-28,39,,Dirty ,n
F04514,2023-04-16,38,55,needs cleaning,Yes
F02532,2021-11-09,35,2,needs cleaning,no
F09567,2020-08-15,,25,dirty,n
F03408,2021-07-17,44,29,,n
F02107,2023-04-19,34,49,OK,no
F00444,2024-02-10,37,,needs cleaning,No
F00515,2025-09-25,40,26,OK,no
F02221,2024-05-10,37,53,dirty,yes
F04036,2024-01-18,45,51,dirty,y
F02934,2020-09-10,36,2,needs cleaning,No
F03558,2020-08-08,45,56,Dirty ,NO
F02148,2021-06-28,43,46,clean,n
F03729,2022-05-01,36,25,needs cleaning,NO
F02448,2022-05-08,40,35,OK,y
F02912,2021-04-20,33,35,Clean,NO
F01389,2024-04-06,40,30,Dirty ,NO
F01451,2022-12-17,44,,Clean,YES
F04612,2024-03-25,34,33,Clean,no
F02878,2024-04-19,33,54,Clean,n
F02178,2021-11-17,45,53,dirty,y
F02299,2025-07-25,45,33,dirty,y
F03785,2021-08-05,38,33, ok,YES
F01823,2025-10-26,42,30,OK,NO
F01429,2020-04-26,34,38,Dirty ,No
F01098,2022-08-28,,,OK,NO
F00041,2020-03-21,36,16,Dirty ,Yes
F01419,2025-08-09,45,16, ok,Yes
F00491,2021-02-26,41,45,needs cleaning,YES
F03600,2025-04-07,44,41,OK,YES
F02273,2025-06-04,44,16,dirty,no
F02701,2023-08-17,37,18,clean,y
F00315,2020-08-07,41,,Clean,No
F01402,2021-11-26,34,52,Dirty ,NO
F03728,2024-01-08,42,30,dirty,Yes
F02403,2025-04-23,35,6,OK,Yes
F03326,2025-09-21,42,12,,Yes
F00326,2022-10-15,44,40,dirty,Yes
F02057,2025-10-13,40,36,CLEAN,Yes
F01137,2024-08-07,34,34,clean,YES
F03488,2021-02-13,45,50,clean,No
F01386,2025-04-10,34,11,clean,Yes
F00894,2024-12-20,37,1,CLEAN,no
F01913,2024-07-20,37,3,CLEAN,Yes
F03137,2021-06-24,39,21,clean,yes
F02035,2024-11-28,36,48,CLEAN,y
F03469,2022-09-11,44,29,OK,n
F01791,2020-07-27,33,15,Dirty ,n
F01956,2023-09-24,33,10, ok,No
F04141,2024-05-20,42,57,clean,yes
F01186,2021-12-25,35,30,CLEAN,No
F01522,2024-12-21,34,58,dirty,YES
F01977,2023-03-27,39,58,Clean,n
F04087,2022-10-19,40,20,clean,y
F00861,2022-12-26,40,38,Clean,y
F04120,2025-04-18,40,27,dirty,Yes
F01613,2025-02-15,33,16,OK,No
F04350,2022-09-12,45,10,Dirty ,Yes
F03806,2024-07-16,44,50,Clean,no
F00558,2024-11-10,42,46, ok,no
F01944,2024-07-11,33,54,Dirty ,NO
F04652,2023-06-19,39,46,clean,YES
F02220,2022-08-01,34,59,clean,Yes
F02287,2022-02-25,43,18,needs cleaning,n
F04127,2022-08-05,34,4, ok,NO
F02036,2020-10-10,36,56,needs cleaning,Yes
F04641,2021-12-15,40,53,needs cleaning,Yes
F00690,2024-10-18,36,55,clean,no
F00351,2022-02-21,41,7,OK,n
F02804,2022-05-10,34,21,CLEAN,y
F04438,2020-11-17,43,6,dirty,y
F03143,2025-11-16,36,28,clean,NO
F03968,2020-08-20,34,24,Clean,No
F00313,2020-07-28,45,45,needs cleaning,n
F00323,2025-07-26,37,15, ok,no
F04565,2024-03-27,39,53,dirty,yes
F01697,2020-07-03,43,58,dirty,n
F03516,2021-09-17,35,18,,yes
F01321,2020-12-01,39,57,Dirty ,yes
F00927,2020-07-10,45,7,CLEAN,Yes
F01485,2020-09-27,37,5,CLEAN,yes
F04869,2025-11-19,33,19, ok,YES
F03608,2020-10-11,-50,4, ok,n
F02722,2025-10-21,41,99999,OK,y
F04014,2021-09-08,35,20,Dirty ,YES
F00129,2024-11-16,34,51,CLEAN,YES
F04033,2023-06-20,43,-5, ok,No
F03102,2023-09-13,38,31,CLEAN,YES
F02919,2020-03-01,35,37,needs cleaning,y
F01355,2024-08-15,36,49,clean,n
F00282,2020-01-26,35,47,Clean,NO
F02858,2023-05-23,33,21,CLEAN,No
F09688,2022-08-13,34,20,clean,n
F00033,2024-09-12,35,44,Clean,yes
F01960,2020-05-22,38,56,OK,n
F04596,2022-04-04,35,2,clean,Yes
F01436,2020-07-27,43,43,Clean,yes
F00668,2025-06-08,33,59,clean,No
F02984,2023-01-21,34,13,Dirty ,YES
F04619,2020-03-18,35,59,dirty,n
F00654,2024-05-06,34,0,Clean,Yes
F00060,2025-06-02,45,43,Dirty ,No
F02874,2025-06-07,999,49,clean,NO
F01223,2023-01-05,36,28,Clean,no
F01996,2023-11-28,37,35,CLEAN,n
F03281,2022-09-18,37,45,dirty,yes
F02121,2020-01-10,43,49,Clean,Yes
F04592,2020-07-26,-50,46,Dirty ,y
F01526,2021-02-15,39,57,Dirty ,y
F03702,2020-12-05,37,32,CLEAN,yes
F03168,2023-07-21,36,44,needs cleaning,NO
F03694,2022-12-03,37,6,Dirty ,no
F02471,2024-05-25,35,11, ok,n
F01381,2021-04-03,41,25, ok,y
F00662,2020-03-26,35,50,Clean,yes
F09137,2025-10-09,36,6,Dirty ,Yes
F00717,2022-06-14,35,23,Dirty ,NO
F00721,2025-12-25,35,1,dirty,yes
F01208,2022-12-15,39,51,Dirty ,n
F04257,2023-12-20,37,17,CLEAN,YES
F04328,2020-12-04,41,46,clean,No
F04793,2021-07-16,39,-5,dirty,no
F00741,2024-02-27,43,33,CLEAN,No
F01746,2021-09-07,33,48,needs cleaning,Yes
F02440,2020-08-07,36,11,CLEAN,NO
F03556,2022-05-26,42,8,OK,n
F03051,2021-11-14,34,56,CLEAN,Yes
F02112,2021-03-21,33,44,clean,yes
F01929,2021-12-02,41,40,Dirty ,n
F09348,2020-03-06,40,4,clean,n
F04059,2023-11-17,35,28,,y
F00295,2024-08-17,39,43, ok,No
F03135,2023-12-19,35,25,dirty,yes
F01727,2020-06-02,38,57,Clean,YES
F01513,2024-04-14,40,39,Dirty ,no
F03967,2023-04-12,40,35,needs cleaning,NO
F02473,2022-02-14,41,3,dirty,Yes
F03553,2020-09-17,35,22,OK,no
F01683,2020-02-27,41,25,OK,Yes
F03733,2023-12-19,34,0,Clean,No
F04437,2022-12-02,43,51, ok,n
F04504,2022-04-08,37,49,needs cleaning,Yes
F01790,2021-07-18,43,54,clean,no
F02276,2023-02-04,34,9,CLEAN,no
F00937,2025-04-24,38,35,clean,No
F02951,2024-10-07,,44,needs cleaning,no
F02348,2022-08-27,43,,CLEAN,yes
F09447,2022-01-05,42,21,clean,Yes
F00511,2025-02-03,36,44,Clean,no
F00593,2022-05-15,36,-5,clean,yes
F04107,2021-03-09,-50,22,clean,YES
F00289,2022-02-08,43,46,CLEAN,Yes
F04549,2020-03-18,44,43,dirty,Yes
F02642,2024-05-12,34,9,needs cleaning,YES
F02575,2024-03-08,34,33, ok,No
F02694,2025-05-15,33,23,needs cleaning,YES
F03435,2024-02-09,34,6,OK,No
F04747,2023-01-12,37,25,,NO
F01592,2021-03-06,39,59,Dirty ,no
F00771,2022-11-04,40,38,CLEAN,YES
F01738,2022-10-18,34,17,clean,Yes
F03392,2020-12-26,34,43,CLEAN,n
F00953,2025-05-10,37,54,,n
F01267,2022-01-19,36,25,dirty,y
F02871,2021-12-13,,35,dirty,YES
F01275,2023-09-20,34,7,,No
F03067,2023-03-01,35,33,needs cleaning,Yes
F01635,2021-05-28,34,12,,yes
F00536,2024-04-20,39,40,Dirty ,n
F04511,2021-07-24,34,31,dirty,YES
F03368,2020-06-01,35,24,needs cleaning,YES
F00408,2024-08-10,40,49,Dirty ,no
F02803,2021-10-10,41,16,dirty,y
F09693,2024-11-08,39,19,OK,y
F04094,2025-10-11,42,49,dirty,NO
F01623,2024-10-01,39,39,clean,n
F02892,2022-03-08,42,27, ok,Yes
F00853,2021-12-06,36,40,needs cleaning,Yes
F01318,2023-04-07,37,53,needs cleaning,YES
F01524,2021-02-12,40,30,needs cleaning,yes
F04795,2025-06-05,41,0,OK,Yes
F02628,2025-01-17,,46, ok,YES
F03714,2023-04-16,41,32,CLEAN,NO
F04004,2021-05-04,45,42,clean,n
F04273,2023-08-26,42,33,,n
F09529,2022-05-18,43,36, ok,y
F04542,2022-05-27,35,25,clean,no
F03380,2024-05-11,36,2,OK,no
F02369,2023-01-14,38,59,dirty,no
F02086,2022-05-13,39,43,CLEAN,yes
F03770,2020-11-13,43,58,Clean,yes
F02815,2025-10-14,34,25,clean,YES
F04353,2021-11-26,38,23,Clean,y
F01156,2021-01-09,44,18,OK,YES
F00230,2022-09-25,35,10,CLEAN,NO
F02194,2022-04-20,40,22,needs cleaning,no
F02840,2022-02-28,35,29, ok,yes
F00659,2022-11-13,42,42,Clean,No
F04633,2024-03-18,36,8,CLEAN,yes
F03007,2024-11-02,35,37,Dirty ,NO
F04583,2023-12-13,40,54, ok,NO
F02056,2022-08-05,39,27,clean,NO
F00700,2024-08-11,36,52,,y
F04706,2023-05-28,43,49,Clean,no
F02864,2024-04-19,33,60,OK,y
F04340,2020-07-09,35,20,needs cleaning,YES
F00399,2025-01-27,999,34,OK,NO
F00979,2025-01-07,,13,CLEAN,Yes
F03634,2022-02-26,42,15,Clean,no
F03979,2024-01-27,44,21,needs cleaning,No
F00340,2021-05-09,39,0,needs cleaning,n
F01226,2020-09-27,41,47,CLEAN,no
F03835,2020-02-03,39,41,clean,YES
F03796,2023-03-10,34,39, ok,yes
F03814,2025-03-24,44,36,,YES
F02583,2020-12-19,35,60,OK,YES
F04636,2021-02-24,43,11,clean,Yes
F03870,2023-06-19,44,18,CLEAN,NO
F00378,2022-04-09,42,22, ok,y
F00386,2021-04-12,34,11,dirty,yes
F02639,2023-02-12,-50,16,clean,Yes
F02185,2022-03-13,43,58,CLEAN,n
F01063,2021-10-23,43,, ok,n
F00982,2021-11-02,36,19,Clean,y
F02772,2025-09-02,44,99999,CLEAN,No
F03430,2024-03-16,42,10,OK,NO
F00078,2020-01-11,41,11,CLEAN,YES
F03092,2023-12-06,34,13, ok,yes
F01614,2021-05-15,38,21,CLEAN,Yes
F02572,2021-05-04,33,10,OK,NO
F01073,2021-08-07,38,16,OK,YES
F00585,2024-06-11,38,2,dirty,No
F02743,2025-05-19,,27,OK,y
F00454,2020-08-15,37,34, ok,yes
F00959,2020-09-09,39,9,OK,No
F00703,2024-01-15,44,27,clean,No
F01609,2023-03-06,45,48,Clean,n
F00988,2020-12-04,39,47,clean,NO
F03003,2021-11-03,37,27,,y
F01950,2023-04-15,42,50,Dirty ,n
F03874,2022-05-28,43,12,Dirty ,no
F00563,2021-12-14,41,-5, ok,Yes
F00299,2022-08-15,40,42,needs cleaning,No
F02486,2023-01-22,35,18,needs cleaning,y
F02871,2021-12-13,,35,dirty,YES
F03750,2024-01-12,36,27,needs cleaning,YES
F04765,2025-06-03,36,47,CLEAN,Yes
F01515,2023-02-24,40,19,OK,No
F01985,2024-05-21,44,9,clean,y
F00473,2023-11-05,40,53,CLEAN,y
F03896,2025-03-27,38,16,CLEAN,NO
